Year,Season,Indicator,Value,stat_area,Value_var
1982,summer,fvcom_sst,-1.271690770739708,511-513,NA
1982,summer,oisst,-1.0896773411243454,511-513,NA
1982,winter,fvcom_bt,-0.06863703397441395,511-513,NA
1982,winter,fvcom_sst,0.1736635291870843,511-513,NA
1982,winter,oisst,0.295105960786776,511-513,NA
1983,all,fvcom_bt,0.10937462779812507,511-513,NA
1983,all,fvcom_sst,-0.06973277625136637,511-513,NA
1983,all,oisst,0.3002340035180582,511-513,NA
1983,fall,fvcom_bt,-0.18895605116460168,511-513,NA
1983,fall,fvcom_sst,-0.22178149735875632,511-513,NA
1983,fall,oisst,0.30808558426085964,511-513,NA
1983,spring,fvcom_bt,0.5458264432516452,511-513,NA
1983,spring,fvcom_sst,0.3732962846276011,511-513,NA
1983,spring,oisst,0.7099726267279479,511-513,NA
1983,summer,fvcom_bt,-0.13220500807086022,511-513,NA
1983,summer,fvcom_sst,-0.9829264501626309,511-513,NA
1983,summer,oisst,-0.509846321390625,511-513,NA
1983,winter,fvcom_bt,0.20323762841051268,511-513,NA
1983,winter,fvcom_sst,0.7657582772955771,511-513,NA
1983,winter,oisst,0.8662469676095701,511-513,NA
1984,all,fvcom_bt,0.07998095588943885,511-513,NA
1984,all,fvcom_sst,-0.13601043369296206,511-513,NA
1984,all,oisst,0.1744317414425394,511-513,NA
1984,fall,fvcom_bt,-0.2666576626050073,511-513,NA
1984,fall,fvcom_sst,-0.40092512145235765,511-513,NA
1984,fall,oisst,0.225472285520343,511-513,NA
1984,spring,fvcom_bt,0.2689287143938615,511-513,NA
1984,spring,fvcom_sst,-0.07828464878941895,511-513,NA
1984,spring,oisst,-0.018684192927138972,511-513,NA
1984,summer,fvcom_bt,-0.16208855851134707,511-513,NA
1984,summer,fvcom_sst,-0.7079762759910748,511-513,NA
1984,summer,oisst,-0.21285910351032813,511-513,NA
1984,winter,fvcom_bt,0.30497165634412,511-513,NA
1984,winter,fvcom_sst,0.31402718756936865,511-513,NA
1984,winter,oisst,0.3578308732160148,511-513,NA
1985,all,fvcom_bt,0.09503438900401197,511-513,NA
1985,all,fvcom_sst,-0.3075825329228945,511-513,NA
1985,all,oisst,-0.06770681241319153,511-513,NA
1985,fall,fvcom_bt,-0.38492509964414345,511-513,NA
1985,fall,fvcom_sst,-0.3004026858010216,511-513,NA
1985,fall,oisst,-0.028802450179637198,511-513,NA
1985,spring,fvcom_bt,0.34372565502136015,511-513,NA
1985,spring,fvcom_sst,-0.004270462787887754,511-513,NA
1985,spring,oisst,0.29869961426102637,511-513,NA
1985,summer,fvcom_bt,-0.03437747878073726,511-513,NA
1985,summer,fvcom_sst,-1.2145285676061968,511-513,NA
1985,summer,oisst,-1.0008111841109555,511-513,NA
1985,winter,fvcom_bt,0.736473238853113,511-513,NA
1985,winter,fvcom_sst,0.8027593723183907,511-513,NA
1985,winter,oisst,0.9654749032647284,511-513,NA
1986,all,fvcom_bt,0.046068963686327936,511-513,NA
1986,all,fvcom_sst,-0.41176152570414176,511-513,NA
1986,all,oisst,-0.24643301480346794,511-513,NA
1986,fall,fvcom_bt,-0.42985327288622427,511-513,NA
1986,fall,fvcom_sst,-0.8544866402951868,511-513,NA
1986,fall,oisst,-0.6049670454790272,511-513,NA
1986,spring,fvcom_bt,0.6413995557060341,511-513,NA
1986,spring,fvcom_sst,0.3246693626505003,511-513,NA
1986,spring,oisst,0.3910525208770077,511-513,NA
1986,summer,fvcom_bt,0.050538225091541794,511-513,NA
1986,summer,fvcom_sst,-0.869946368136283,511-513,NA
1986,summer,oisst,-0.7450767138276388,511-513,NA
1986,winter,fvcom_bt,-0.039912451842761876,511-513,NA
1986,winter,fvcom_sst,-0.2912472814366909,511-513,NA
1986,winter,oisst,-0.0031461853213197,511-513,NA
1987,all,fvcom_bt,-0.6612217233538022,511-513,NA
1987,all,fvcom_sst,-0.8740453651074939,511-513,NA
1987,all,oisst,-0.5882799815898069,511-513,NA
1987,fall,fvcom_bt,-1.370222290254153,511-513,NA
1987,fall,fvcom_sst,-1.118577863749426,511-513,NA
1987,fall,oisst,-0.6660570368213438,511-513,NA
1987,spring,fvcom_bt,-0.3296440918179175,511-513,NA
1987,spring,fvcom_sst,-0.9042018248258994,511-513,NA
1987,spring,oisst,-0.7141854366902683,511-513,NA
1987,summer,fvcom_bt,-0.5907132839745083,511-513,NA
1987,summer,fvcom_sst,-0.7069902119544521,511-513,NA
1987,summer,oisst,-0.7304473733674103,511-513,NA
1987,winter,fvcom_bt,-0.1449974207927081,511-513,NA
1987,winter,fvcom_sst,-0.4398129528467919,511-513,NA
1987,winter,oisst,-0.033506727921936395,511-513,NA
1988,all,fvcom_bt,-0.3980171396391845,511-513,NA
1988,all,fvcom_sst,-0.8846166477583217,511-513,NA
1988,all,oisst,-0.44556870766101825,511-513,NA
1988,fall,fvcom_bt,-0.8572924391656453,511-513,NA
1988,fall,fvcom_sst,-1.2432455201422405,511-513,NA
1988,fall,oisst,-0.7658806910157723,511-513,NA
1988,spring,fvcom_bt,-0.034591041295792574,511-513,NA
1988,spring,fvcom_sst,-0.4242403485184677,511-513,NA
1988,spring,oisst,0.08622023420989529,511-513,NA
1988,summer,fvcom_bt,-0.2876499440395088,511-513,NA
1988,summer,fvcom_sst,-0.5922035708258737,511-513,NA
1988,summer,oisst,-0.32406329137173423,511-513,NA
1988,winter,fvcom_bt,-0.5456867194509797,511-513,NA
1988,winter,fvcom_sst,-1.343788760223593,511-513,NA
1988,winter,oisst,-0.8537019510238653,511-513,NA
1989,all,fvcom_bt,-0.18814819612133546,511-513,NA
1989,all,fvcom_sst,-0.703061040877164,511-513,NA
1989,all,oisst,-0.29996181858411913,511-513,NA
1989,fall,fvcom_bt,-0.5506868205623852,511-513,NA
1989,fall,fvcom_sst,-0.7127276258313948,511-513,NA
1989,fall,oisst,-0.3698951840442176,511-513,NA
1989,spring,fvcom_bt,0.04514811006104204,511-513,NA
1989,spring,fvcom_sst,-0.5364942950048447,511-513,NA
1989,spring,oisst,-0.16754797377775807,511-513,NA
1989,summer,fvcom_bt,0.0429686961082153,511-513,NA
1989,summer,fvcom_sst,-0.2942301650351932,511-513,NA
1989,summer,oisst,-0.16262642168629188,511-513,NA
1989,winter,fvcom_bt,-0.2095766599737744,511-513,NA
1989,winter,fvcom_sst,-0.9777053973759058,511-513,NA
1989,winter,oisst,-0.267399527228948,511-513,NA
1990,all,fvcom_bt,-0.06731152855882777,511-513,NA
1990,all,fvcom_sst,-0.45524955241954895,511-513,NA
1990,all,oisst,-0.09012972448000274,511-513,NA
1990,fall,fvcom_bt,-0.06278115891538569,511-513,NA
1990,fall,fvcom_sst,-0.1407698924400446,511-513,NA
1990,fall,oisst,0.1593550971617969,511-513,NA
1990,spring,fvcom_bt,0.11848912384702079,511-513,NA
1990,spring,fvcom_sst,-0.7029615176546646,511-513,NA
1990,spring,oisst,-0.28243324609336756,511-513,NA
1990,summer,fvcom_bt,-0.01708968246304765,511-513,NA
1990,summer,fvcom_sst,-0.019297849557242223,511-513,NA
1990,summer,oisst,0.2596319076157957,511-513,NA
1990,winter,fvcom_bt,-0.36304993034579164,511-513,NA
1990,winter,fvcom_sst,-1.396853994006996,511-513,NA
1990,winter,oisst,-0.7365468698161672,511-513,NA
1991,all,fvcom_bt,-0.11581732792982329,511-513,NA
1991,all,fvcom_sst,-0.3200378680161092,511-513,NA
1991,all,oisst,0.008101705620559025,511-513,NA
1991,fall,fvcom_bt,-0.25035856830244335,511-513,NA
1991,fall,fvcom_sst,-0.6855295555484013,511-513,NA
1991,fall,oisst,-0.41278949381728397,511-513,NA
1991,spring,fvcom_bt,0.020801005316661673,511-513,NA
1991,spring,fvcom_sst,0.020339681334712506,511-513,NA
1991,spring,oisst,0.30905680460670043,511-513,NA
1991,summer,fvcom_bt,0.014119379092875405,511-513,NA
1991,summer,fvcom_sst,-0.07576665059642386,511-513,NA
1991,summer,oisst,0.2614352732939931,511-513,NA
1991,winter,fvcom_bt,-0.42974845102464554,511-513,NA
1991,winter,fvcom_sst,-0.5991925728799754,511-513,NA
1991,winter,oisst,-0.2974920589134458,511-513,NA
1992,all,fvcom_bt,-0.688745730988223,511-513,NA
1992,all,fvcom_sst,-1.1751403138718906,511-513,NA
1992,all,oisst,-0.8476647396751567,511-513,NA
1992,fall,fvcom_bt,-1.4010783838792271,511-513,NA
1992,fall,fvcom_sst,-1.4821951363093449,511-513,NA
1992,fall,oisst,-1.2689463555125944,511-513,NA
1992,spring,fvcom_bt,-0.22586540986871972,511-513,NA
1992,spring,fvcom_sst,-1.1729696533465785,511-513,NA
1992,spring,oisst,-0.8804685122022573,511-513,NA
1992,summer,fvcom_bt,-0.7589636040990292,511-513,NA
1992,summer,fvcom_sst,-1.0705152209068043,511-513,NA
1992,summer,oisst,-0.8292402290079905,511-513,NA
1992,winter,fvcom_bt,-0.10913010942318202,511-513,NA
1992,winter,fvcom_sst,-0.7903082550804152,511-513,NA
1992,winter,oisst,-0.33898585513907054,511-513,NA
1993,all,fvcom_bt,-0.9267833087287971,511-513,NA
1993,all,fvcom_sst,-0.9241145231644547,511-513,NA
1993,all,oisst,-0.5855205844567395,511-513,NA
1993,fall,fvcom_bt,-1.290407914066951,511-513,NA
1993,fall,fvcom_sst,-1.2735614484624098,511-513,NA
1993,fall,oisst,-0.7944488956056976,511-513,NA
1993,spring,fvcom_bt,-0.915622067244121,511-513,NA
1993,spring,fvcom_sst,-0.9409552800870644,511-513,NA
1993,spring,oisst,-0.7544590644603028,511-513,NA
1993,summer,fvcom_bt,-0.8278507865447553,511-513,NA
1993,summer,fvcom_sst,-0.8146832967730253,511-513,NA
1993,summer,oisst,-0.5715288934864667,511-513,NA
1993,winter,fvcom_bt,-0.716208144170603,511-513,NA
1993,winter,fvcom_sst,-0.8462497280058856,511-513,NA
1993,winter,oisst,-0.2340445329545197,511-513,NA
1994,all,fvcom_bt,0.3103871989138035,511-513,NA
1994,all,fvcom_sst,-0.07840652616075637,511-513,NA
1994,all,oisst,0.05970116787865626,511-513,NA
1994,fall,fvcom_bt,0.27734184701790815,511-513,NA
1994,fall,fvcom_sst,-0.19623104449486484,511-513,NA
1994,fall,oisst,-0.11502706992583211,511-513,NA
1994,spring,fvcom_bt,0.2818203142210199,511-513,NA
1994,spring,fvcom_sst,-0.4000107641437426,511-513,NA
1994,spring,oisst,-0.27355164842014396,511-513,NA
1994,summer,fvcom_bt,0.7775138328995631,511-513,NA
1994,summer,fvcom_sst,0.621833351322393,511-513,NA
1994,summer,oisst,0.670760202579102,511-513,NA
1994,winter,fvcom_bt,-0.47000249953580997,511-513,NA
1994,winter,fvcom_sst,-0.5787500101964788,511-513,NA
1994,winter,oisst,-0.23429413998624873,511-513,NA
1995,all,fvcom_bt,-0.15295998930420468,511-513,NA
1995,all,fvcom_sst,-0.3593146321454209,511-513,NA
1995,all,oisst,-0.0073119336945493205,511-513,NA
1995,fall,fvcom_bt,-0.13411235506060304,511-513,NA
1995,fall,fvcom_sst,-0.12403970046785684,511-513,NA
1995,fall,oisst,0.17569850058697095,511-513,NA
1995,spring,fvcom_bt,-0.3212907549065283,511-513,NA
1995,spring,fvcom_sst,-0.14079835080764763,511-513,NA
1995,spring,oisst,-0.49116184399098406,511-513,NA
1995,summer,fvcom_bt,0.057181597500587183,511-513,NA
1995,summer,fvcom_sst,-0.46926678204352057,511-513,NA
1995,summer,oisst,0.5473325353986337,511-513,NA
1995,winter,fvcom_bt,-0.022296351605997453,511-513,NA
1995,winter,fvcom_sst,-0.424027436425237,511-513,NA
1995,winter,oisst,-0.09694770071807031,511-513,NA
1996,all,fvcom_bt,-0.1889768419031774,511-513,NA
1996,all,fvcom_sst,-0.7694720447099365,511-513,NA
1996,all,oisst,-0.5852894706998404,511-513,NA
1996,fall,fvcom_bt,-0.32121191275608163,511-513,NA
1996,fall,fvcom_sst,-1.00150636648696,511-513,NA
1996,fall,oisst,-0.5770908565388306,511-513,NA
1996,spring,fvcom_bt,-0.003179003224709348,511-513,NA
1996,spring,fvcom_sst,-0.41735949430078956,511-513,NA
1996,spring,oisst,-0.33602144845642523,511-513,NA
1996,summer,fvcom_bt,0.16137549955967304,511-513,NA
1996,summer,fvcom_sst,-0.4747149479359699,511-513,NA
1996,summer,oisst,-0.5938558183553273,511-513,NA
1996,winter,fvcom_bt,-0.4346039656228076,511-513,NA
1996,winter,fvcom_sst,-1.0815114727234072,511-513,NA
1996,winter,oisst,-0.6857160253809441,511-513,NA
1997,all,fvcom_bt,-0.1862664375226617,511-513,NA
1997,all,fvcom_sst,-0.5183541946259271,511-513,NA
1997,all,oisst,-0.30108390938037677,511-513,NA
1997,fall,fvcom_bt,-0.3059853466799919,511-513,NA
1997,fall,fvcom_sst,-0.6208833213895858,511-513,NA
1997,fall,oisst,-0.29377480700873804,511-513,NA
1997,spring,fvcom_bt,-0.11000597341196028,511-513,NA
1997,spring,fvcom_sst,-0.4860738414887065,511-513,NA
1997,spring,oisst,-0.27372935682085614,511-513,NA
1997,summer,fvcom_bt,-0.14759890355084374,511-513,NA
1997,summer,fvcom_sst,-0.5325384621389465,511-513,NA
1997,summer,oisst,-0.46262363656155414,511-513,NA
1997,winter,fvcom_bt,-0.3884420178047687,511-513,NA
1997,winter,fvcom_sst,-0.590618485124241,511-513,NA
1997,winter,oisst,-0.2629856114114827,511-513,NA
1998,all,fvcom_bt,-0.5949473069654204,511-513,NA
1998,all,fvcom_sst,-0.5215184093125165,511-513,NA
1998,all,oisst,-0.2971989813204499,511-513,NA
1998,fall,fvcom_bt,-1.1292885516296205,511-513,NA
1998,fall,fvcom_sst,-1.1293358944185328,511-513,NA
1998,fall,oisst,-0.9825816802127474,511-513,NA
1998,spring,fvcom_bt,-0.09619643761666505,511-513,NA
1998,spring,fvcom_sst,-0.08633214459792493,511-513,NA
1998,spring,oisst,0.19188386809282765,511-513,NA
1998,summer,fvcom_bt,-0.16977222812090204,511-513,NA
1998,summer,fvcom_sst,0.05793045579753764,511-513,NA
1998,summer,oisst,0.277394531776979,511-513,NA
1998,winter,fvcom_bt,-0.6648326310626402,511-513,NA
1998,winter,fvcom_sst,-0.8330868845751003,511-513,NA
1998,winter,oisst,-0.558699138701404,511-513,NA
1999,all,fvcom_bt,-0.0098881782169989,511-513,NA
1999,all,fvcom_sst,0.30459480852417503,511-513,NA
1999,all,oisst,0.5483642901668768,511-513,NA
1999,fall,fvcom_bt,0.17341003044906433,511-513,NA
1999,fall,fvcom_sst,0.3858118301458115,511-513,NA
1999,fall,oisst,0.8394794454506572,511-513,NA
1999,spring,fvcom_bt,-0.09175322689021205,511-513,NA
1999,spring,fvcom_sst,0.23314192072474865,511-513,NA
1999,spring,oisst,0.3375505046548056,511-513,NA
1999,summer,fvcom_bt,0.28859227863719716,511-513,NA
1999,summer,fvcom_sst,0.7375090807516214,511-513,NA
1999,summer,oisst,0.9881875110996596,511-513,NA
1999,winter,fvcom_bt,-0.8561098809990182,511-513,NA
1999,winter,fvcom_sst,-0.5622303863551821,511-513,NA
1999,winter,oisst,-0.5933587121512787,511-513,NA
2000,all,fvcom_bt,0.7786371778901412,511-513,NA
2000,all,fvcom_sst,0.369753632735811,511-513,NA
2000,all,oisst,0.7030968575575047,511-513,NA
2000,fall,fvcom_bt,0.5996266391469484,511-513,NA
2000,fall,fvcom_sst,0.08770773337127795,511-513,NA
2000,fall,oisst,0.5108516967289505,511-513,NA
2000,spring,fvcom_bt,0.9311945533422106,511-513,NA
2000,spring,fvcom_sst,0.7165165265118574,511-513,NA
2000,spring,oisst,0.9281754213329019,511-513,NA
2000,summer,fvcom_bt,0.996480723378117,511-513,NA
2000,summer,fvcom_sst,0.2581448542999557,511-513,NA
2000,summer,oisst,0.4574936177243091,511-513,NA
2000,winter,fvcom_bt,0.6249109244013785,511-513,NA
2000,winter,fvcom_sst,0.6350053822486852,511-513,NA
2000,winter,oisst,1.1467451272863525,511-513,NA
2001,all,fvcom_bt,-0.3746338492638304,511-513,NA
2001,all,fvcom_sst,-0.2382475921597244,511-513,NA
2001,all,oisst,0.09856563026369113,511-513,NA
2001,fall,fvcom_bt,-0.6874385758843089,511-513,NA
2001,fall,fvcom_sst,-0.43285855982283955,511-513,NA
2001,fall,oisst,-0.0633045262402051,511-513,NA
2001,spring,fvcom_bt,-0.44189041830979503,511-513,NA
2001,spring,fvcom_sst,-0.3861198197716158,511-513,NA
2001,spring,oisst,-0.2990416222966259,511-513,NA
2001,summer,fvcom_bt,-0.17874602017965371,511-513,NA
2001,summer,fvcom_sst,-0.11424999186267404,511-513,NA
2001,summer,oisst,0.3927054552100239,511-513,NA
2001,winter,fvcom_bt,-0.004074151149994661,511-513,NA
2001,winter,fvcom_sst,-0.1831611245362874,511-513,NA
2001,winter,oisst,0.23506498296434913,511-513,NA
2002,all,fvcom_bt,0.5085243457249039,511-513,NA
2002,all,fvcom_sst,0.272557723544865,511-513,NA
2002,all,oisst,0.674230801973889,511-513,NA
2002,fall,fvcom_bt,0.7080650461531611,511-513,NA
2002,fall,fvcom_sst,0.2969037383837967,511-513,NA
2002,fall,oisst,0.7720672694212892,511-513,NA
2002,spring,fvcom_bt,0.5283458882317852,511-513,NA
2002,spring,fvcom_sst,0.3367136561657551,511-513,NA
2002,spring,oisst,0.5374232851404387,511-513,NA
2002,summer,fvcom_bt,0.6947647767531053,511-513,NA
2002,summer,fvcom_sst,0.15141327539262092,511-513,NA
2002,summer,oisst,0.5982671554626455,511-513,NA
2002,winter,fvcom_bt,-0.17440121786091511,511-513,NA
2002,winter,fvcom_sst,0.4041885905866569,511-513,NA
2002,winter,oisst,0.8956285537348581,511-513,NA
2003,all,fvcom_bt,-0.36324007266608704,511-513,NA
2003,all,fvcom_sst,-0.6370321432209136,511-513,NA
2003,all,oisst,-0.28875989676772124,511-513,NA
2003,fall,fvcom_bt,-0.33000484959483395,511-513,NA
2003,fall,fvcom_sst,-0.3591540793729185,511-513,NA
2003,fall,oisst,0.20259303665335548,511-513,NA
2003,spring,fvcom_bt,-0.2755263265159357,511-513,NA
2003,spring,fvcom_sst,-0.6765914576543265,511-513,NA
2003,spring,oisst,-0.5581738269787575,511-513,NA
2003,summer,fvcom_bt,-0.3367338557891281,511-513,NA
2003,summer,fvcom_sst,-0.7674813427856909,511-513,NA
2003,summer,oisst,-0.4568246593445893,511-513,NA
2003,winter,fvcom_bt,-0.1308323443252253,511-513,NA
2003,winter,fvcom_sst,-0.5135661565108924,511-513,NA
2003,winter,oisst,-0.06586405421928039,511-513,NA
2004,all,fvcom_bt,-0.9274723232702667,511-513,NA
2004,all,fvcom_sst,-0.9820130822358637,511-513,NA
2004,all,oisst,-0.7637347963481319,511-513,NA
2004,fall,fvcom_bt,-1.1766059521775434,511-513,NA
2004,fall,fvcom_sst,-0.991899621654561,511-513,NA
2004,fall,oisst,-0.5300305421413541,511-513,NA
2004,spring,fvcom_bt,-1.0028456729528048,511-513,NA
2004,spring,fvcom_sst,-0.9970571425414653,511-513,NA
2004,spring,oisst,-1.0042978127956284,511-513,NA
2004,summer,fvcom_bt,-1.031894177308357,511-513,NA
2004,summer,fvcom_sst,-1.1919738087927412,511-513,NA
2004,summer,oisst,-1.046802997479205,511-513,NA
2004,winter,fvcom_bt,-0.372712587635078,511-513,NA
2004,winter,fvcom_sst,-0.6856873085219064,511-513,NA
2004,winter,oisst,-0.3947943830615713,511-513,NA
2005,all,fvcom_bt,-0.6554749285020919,511-513,NA
2005,all,fvcom_sst,-0.5437317992014666,511-513,NA
2005,all,oisst,-0.34923526099859137,511-513,NA
2005,fall,fvcom_bt,-0.6242237452539525,511-513,NA
2005,fall,fvcom_sst,-0.0757408827593015,511-513,NA
2005,fall,oisst,0.32479323743379196,511-513,NA
2005,spring,fvcom_bt,-0.5441520883244517,511-513,NA
2005,spring,fvcom_sst,-0.5788000219875892,511-513,NA
2005,spring,oisst,-0.5262804600095847,511-513,NA
2005,summer,fvcom_bt,-0.551565251767866,511-513,NA
2005,summer,fvcom_sst,-0.7561492598968711,511-513,NA
2005,summer,oisst,-0.5962071824863189,511-513,NA
2005,winter,fvcom_bt,-1.14372419080649,511-513,NA
2005,winter,fvcom_sst,-0.9050016439619639,511-513,NA
2005,winter,oisst,-0.7143895014008055,511-513,NA
2006,all,fvcom_bt,0.09054867172352149,511-513,NA
2006,all,fvcom_sst,-0.6532074952746376,511-513,NA
2006,all,oisst,0.662887610692179,511-513,NA
2006,fall,fvcom_bt,-0.32294988159144244,511-513,NA
2006,fall,fvcom_sst,-0.9726331369850334,511-513,NA
2006,fall,oisst,0.6059531267881145,511-513,NA
2006,spring,fvcom_bt,0.36917047866730657,511-513,NA
2006,spring,fvcom_sst,-0.5388452983787266,511-513,NA
2006,spring,oisst,0.465956996539435,511-513,NA
2006,summer,fvcom_bt,0.3826275002490635,511-513,NA
2006,summer,fvcom_sst,-0.46456366196182447,511-513,NA
2006,summer,oisst,0.7817923622065571,511-513,NA
2006,winter,fvcom_bt,-0.15156643049205037,511-513,NA
2006,winter,fvcom_sst,-0.610362190643562,511-513,NA
2006,winter,oisst,0.23342467147014917,511-513,NA
2007,all,fvcom_bt,-0.620965811788261,511-513,NA
2007,all,fvcom_sst,-1.2285141464301599,511-513,NA
2007,all,oisst,0.21412233069382278,511-513,NA
2007,fall,fvcom_bt,-1.2349659437983558,511-513,NA
2007,fall,fvcom_sst,-1.460154541831747,511-513,NA
2007,fall,oisst,0.1560389359613873,511-513,NA
2007,spring,fvcom_bt,-0.44393096787304603,511-513,NA
2007,spring,fvcom_sst,-1.2732005434546365,511-513,NA
2007,spring,oisst,0.047699004938821524,511-513,NA
2007,summer,fvcom_bt,-0.6317254461330563,511-513,NA
2007,summer,fvcom_sst,-1.252973867432771,511-513,NA
2007,summer,oisst,-0.04312498431880226,511-513,NA
2007,winter,fvcom_bt,0.3482409422778858,511-513,NA
2007,winter,fvcom_sst,-0.267182698776547,511-513,NA
2007,winter,oisst,1.471709625879245,511-513,NA
2008,all,fvcom_bt,-0.3324015126932696,511-513,NA
2008,all,fvcom_sst,-0.16440913699239706,511-513,NA
2008,all,oisst,0.2888878974811599,511-513,NA
2008,fall,fvcom_bt,-0.48673788519126415,511-513,NA
2008,fall,fvcom_sst,-0.5727200813283131,511-513,NA
2008,fall,oisst,0.24257426663805998,511-513,NA
2008,spring,fvcom_bt,-0.06171408156371925,511-513,NA
2008,spring,fvcom_sst,0.23982680576941448,511-513,NA
2008,spring,oisst,0.3341284816455643,511-513,NA
2008,summer,fvcom_bt,-0.15124006870390921,511-513,NA
2008,summer,fvcom_sst,-8.873191404936559e-5,511-513,NA
2008,summer,oisst,1.0650000749579447,511-513,NA
2008,winter,fvcom_bt,-1.0641195908954844,511-513,NA
2008,winter,fvcom_sst,-1.1079014868089112,511-513,NA
2008,winter,oisst,-0.6614854984931394,511-513,NA
2009,all,fvcom_bt,-0.04010784809974208,511-513,NA
2009,all,fvcom_sst,-0.12350810866118594,511-513,NA
2009,all,oisst,0.2153055868554463,511-513,NA
2009,fall,fvcom_bt,0.2109104427580707,511-513,NA
2009,fall,fvcom_sst,-0.2367933228128151,511-513,NA
2009,fall,oisst,0.41589419435580227,511-513,NA
2009,spring,fvcom_bt,-0.20823125552697308,511-513,NA
2009,spring,fvcom_sst,0.06970275926295903,511-513,NA
2009,spring,oisst,0.05790105848810638,511-513,NA
2009,summer,fvcom_bt,-0.2497576107338929,511-513,NA
2009,summer,fvcom_sst,-0.5389681557545103,511-513,NA
2009,summer,oisst,0.4622644441069905,511-513,NA
2009,winter,fvcom_bt,-0.3822736574447849,511-513,NA
2009,winter,fvcom_sst,-0.21076291976229972,511-513,NA
2009,winter,oisst,-0.4389364483628449,511-513,NA
2010,all,fvcom_bt,0.5798763954315314,511-513,NA
2010,all,fvcom_sst,0.8593171433478929,511-513,NA
2010,all,oisst,1.001428158996041,511-513,NA
2010,fall,fvcom_bt,0.3920804916019679,511-513,NA
2010,fall,fvcom_sst,0.4430763584684491,511-513,NA
2010,fall,oisst,0.9813546345365534,511-513,NA
2010,spring,fvcom_bt,0.6494994234399043,511-513,NA
2010,spring,fvcom_sst,1.3660644606591084,511-513,NA
2010,spring,oisst,1.156539725576749,511-513,NA
2010,summer,fvcom_bt,0.5552558665538323,511-513,NA
2010,summer,fvcom_sst,1.0788695199207454,511-513,NA
2010,summer,oisst,1.669200047266835,511-513,NA
2010,winter,fvcom_bt,0.8075096529730754,511-513,NA
2010,winter,fvcom_sst,0.7033428630269776,511-513,NA
2010,winter,oisst,0.2352415024848317,511-513,NA
2011,all,fvcom_bt,0.5291751847827866,511-513,NA
2011,all,fvcom_sst,0.5930647573603749,511-513,NA
2011,all,oisst,0.8522443975527468,511-513,NA
2011,fall,fvcom_bt,0.21271580909541515,511-513,NA
2011,fall,fvcom_sst,0.8547680154254402,511-513,NA
2011,fall,oisst,1.4031411635296025,511-513,NA
2011,spring,fvcom_bt,0.934485775064014,511-513,NA
2011,spring,fvcom_sst,0.36860809994809157,511-513,NA
2011,spring,oisst,0.4021140326853092,511-513,NA
2011,summer,fvcom_bt,0.43745281449302453,511-513,NA
2011,summer,fvcom_sst,0.4540242732670388,511-513,NA
2011,summer,oisst,0.9441504813141139,511-513,NA
2011,winter,fvcom_bt,0.4953606992014085,511-513,NA
2011,winter,fvcom_sst,0.4045684758031706,511-513,NA
2011,winter,oisst,0.4013758841931654,511-513,NA
2012,all,fvcom_bt,1.4148565137497826,511-513,NA
2012,all,fvcom_sst,1.893085502009568,511-513,NA
2012,all,oisst,2.083963980686293,511-513,NA
2012,fall,fvcom_bt,1.3167676441951404,511-513,NA
2012,fall,fvcom_sst,1.5718344740929027,511-513,NA
2012,fall,oisst,2.044469906879226,511-513,NA
2012,spring,fvcom_bt,1.6540983655285488,511-513,NA
2012,spring,fvcom_sst,2.1713366971573262,511-513,NA
2012,spring,oisst,2.1698827010368316,511-513,NA
2012,summer,fvcom_bt,1.3300535319006301,511-513,NA
2012,summer,fvcom_sst,2.0497301860048824,511-513,NA
2012,summer,oisst,2.562020112447931,511-513,NA
2012,winter,fvcom_bt,1.0905515985620002,511-513,NA
2012,winter,fvcom_sst,1.5872984052845365,511-513,NA
2012,winter,oisst,1.307600515721682,511-513,NA
2013,all,fvcom_bt,0.6023359302644573,511-513,NA
2013,all,fvcom_sst,0.9712503909064837,511-513,NA
2013,all,oisst,1.207382870758093,511-513,NA
2013,fall,fvcom_bt,0.514359390921842,511-513,NA
2013,fall,fvcom_sst,0.5214490231153269,511-513,NA
2013,fall,oisst,1.1502301289549444,511-513,NA
2013,spring,fvcom_bt,0.6736606195198572,511-513,NA
2013,spring,fvcom_sst,1.3269125025122146,511-513,NA
2013,spring,oisst,1.2258465374221708,511-513,NA
2013,summer,fvcom_bt,0.49535696709671323,511-513,NA
2013,summer,fvcom_sst,0.7534983907280519,511-513,NA
2013,summer,oisst,1.331964282433129,511-513,NA
2013,winter,fvcom_bt,1.267974924594889,511-513,NA
2013,winter,fvcom_sst,1.8922475011910795,511-513,NA
2013,winter,oisst,1.781567196633475,511-513,NA
2014,all,fvcom_bt,-0.11731124616259893,511-513,NA
2014,all,fvcom_sst,0.8303147986189011,511-513,NA
2014,all,oisst,0.9053364097427206,511-513,NA
2014,fall,fvcom_bt,0.7801741347992694,511-513,NA
2014,fall,fvcom_sst,1.682386531628496,511-513,NA
2014,fall,oisst,1.717335422791281,511-513,NA
2014,spring,fvcom_bt,-0.5544510839391183,511-513,NA
2014,spring,fvcom_sst,0.4355608571633662,511-513,NA
2014,spring,oisst,0.39631327743431066,511-513,NA
2014,summer,fvcom_bt,-0.6224432238373568,511-513,NA
2014,summer,fvcom_sst,0.23274632174415247,511-513,NA
2014,summer,oisst,1.085436661702802,511-513,NA
