Year,Season,Indicator,Value,stat_area,Value_var
1990,summer,oisst,-0.0012142450913139012,513,1.2103522680749603
1991,summer,oisst,0.5783834796286745,511,0.6432670009206964
1991,summer,oisst,0.24531360632530458,512,0.7322227357253146
1991,summer,oisst,0.1773546070292376,513,1.2577637824636494
1992,summer,oisst,-0.5641415729171855,511,0.8389837478835497
1992,summer,oisst,-0.7779519553445914,512,0.8463497923034843
1992,summer,oisst,-1.0046788989633755,513,0.6800048067002659
1993,summer,oisst,-0.5909977461582043,511,0.9920938834835478
1993,summer,oisst,-0.5593224730067983,512,1.0751037410203335
1993,summer,oisst,-0.5845656576363937,513,1.0166256708878403
1994,summer,oisst,1.391619262487992,511,1.3405643769994278
1994,summer,oisst,0.7579742836817001,512,1.0740507274990085
1994,summer,oisst,0.27849589266638825,513,0.9194123005062731
1995,summer,oisst,0.5512680883790338,511,0.5728972450122338
1995,summer,oisst,0.7584043376161831,512,0.5840370215616653
1995,summer,oisst,0.20343702124512714,513,0.5115022900012998
1996,summer,oisst,-0.7334810407664066,511,0.6253989745376881
1996,summer,oisst,-0.7587506378981477,512,0.7215968347281351
1996,summer,oisst,-0.27769975299420563,513,1.8447219947432363
1997,summer,oisst,-0.39629039557083795,511,0.3412020966620076
1997,summer,oisst,-0.6177771053151958,512,0.4881119397943949
1997,summer,oisst,-0.23391352961028833,513,0.47985147421350094
1998,summer,oisst,0.36090858484989025,511,0.4996621436783417
1998,summer,oisst,0.2990234668854279,512,0.5872975094180406
1998,summer,oisst,0.21324680076129193,513,0.7994699514738155
1999,summer,oisst,1.022890166295412,511,0.9166369668942715
1999,summer,oisst,1.020289973861103,512,0.8975026284477691
1999,summer,oisst,0.9240212513916735,513,1.104670522138215
2000,summer,oisst,0.923726296345127,511,0.5932130496216524
2000,summer,oisst,0.6472465146917477,512,0.5435611593369071
2000,summer,oisst,-0.012604647356530895,513,0.6536192930594409
2001,summer,oisst,0.8204988611980425,511,0.5672748266588145
2001,summer,oisst,0.2604412203249724,512,0.8744274090102099
2001,summer,oisst,0.4585457139688989,513,1.0674817853384932
2002,summer,oisst,0.7234754422835283,511,0.7863244926555925
2002,summer,oisst,0.715757827903012,512,0.9628163595716203
2002,summer,oisst,0.3640529703402865,513,0.9297900777546861
2003,summer,oisst,-0.4397435818228833,511,0.3366239388424556
2003,summer,oisst,-0.5500408201452014,512,1.0945907189627104
2003,summer,oisst,-0.31149502465690393,513,1.4183780667657142
2004,summer,oisst,-1.2406883766021217,511,0.7042298579146574
